#
# National Water Information System
# 2013/12/17
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	parm_nm	fxd_va	fxd_tx
71996	Water use, secondary	191.0	General farm crops
71996	Water use, secondary	211.0	Livestock
71996	Water use, secondary	251.0	Poultry and eggs
71996	Water use, secondary	271.0	Animal specialties
71996	Water use, secondary	291.0	General farms - primarily livestock
71996	Water use, secondary	711.0	Agricultural services - soil prep, crop plantings, etc.
71996	Water use, secondary	741.0	Veterinary services
71996	Water use, secondary	761.0	Animal services, farm labor and management
71996	Water use, secondary	811.0	Forestry
71996	Water use, secondary	912.0	Fish and wildlife farming
71996	Water use, secondary	1011.0	Metal mining
71996	Water use, secondary	1111.0	Anthracite mining
71996	Water use, secondary	1211.0	Bituminous coal and lignite mining
71996	Water use, secondary	1311.0	Oil and gas extraction
71996	Water use, secondary	1411.0	Mining and quarrying of nonmetalic minerals, - nonfuel
71996	Water use, secondary	1521.0	Building construction
71996	Water use, secondary	1611.0	Construction - other than building
71996	Water use, secondary	1711.0	Special trade (plumbing, heat, air, elec., masonry, etc.)
71996	Water use, secondary	2011.0	Manufacturing - meat products
71996	Water use, secondary	2016.0	Poultry and egg plants
71996	Water use, secondary	2021.0	Dairy products
71996	Water use, secondary	2032.0	Canned & preserved fruits and vegetables
71996	Water use, secondary	2041.0	Grain mill products
71996	Water use, secondary	2051.0	Bakery products
71996	Water use, secondary	2061.0	Sugar and confectionery products
71996	Water use, secondary	2074.0	Fats and oils
71996	Water use, secondary	2084.0	Beverages - alcoholic & soft drinks, syrups & extracts
71996	Water use, secondary	2091.0	Miscellaneous food preparations
71996	Water use, secondary	2111.0	Tobacco manufacturers
71996	Water use, secondary	2211.0	Textile mill products
71996	Water use, secondary	2311.0	Apparel - products from fabrics
71996	Water use, secondary	2411.0	Lumber & wood products except furniture
71996	Water use, secondary	2511.0	Furniture and fixtures
71996	Water use, secondary	2611.0	Paper and allied products
71996	Water use, secondary	2711.0	Printing, publishing, & allied industries
71996	Water use, secondary	2821.0	Chemicals and allied products
71996	Water use, secondary	2911.0	Petroleum refining and related products
71996	Water use, secondary	3011.0	Rubber and miscellaneous plastic products
71996	Water use, secondary	3111.0	Leather and leather products
71996	Water use, secondary	3211.0	Stone, clay, glass, and concrete products
71996	Water use, secondary	3281.0	Cut stone and stone products
71996	Water use, secondary	3291.0	Abrasive, asbestos, & miscellaneous nonmetalic products
71996	Water use, secondary	3312.0	Blast furnaces, steel works, & rolling & finishing mills
71996	Water use, secondary	3411.0	Metal products & trans. equipment (no machinery)
71996	Water use, secondary	3511.0	Machinery, except electrical
71996	Water use, secondary	3612.0	Electrical & electronic machinery, equipment & supplies
71996	Water use, secondary	3711.0	Transportation equipment repairing and parts
71996	Water use, secondary	3811.0	Measuring, analyzing, & controlling instruments
71996	Water use, secondary	3911.0	Miscellaneous manufacturing industries
71996	Water use, secondary	4011.0	Transportation - trains, taxicabs, aircraft
71996	Water use, secondary	4212.0	Motor freight transportation and warehousing
71996	Water use, secondary	4311.0	U.S. postal service
71996	Water use, secondary	4411.0	Water transportation
71996	Water use, secondary	4423.0	Water recreation on bays, lakes, rivers, & canals
71996	Water use, secondary	4511.0	Transportation by air
71996	Water use, secondary	4612.0	Pipelines - except natural gas
71996	Water use, secondary	4811.0	Communications
71996	Water use, secondary	4922.0	Gas production and distribution; elec. and gas service
71996	Water use, secondary	4941.0	Water supply
71996	Water use, secondary	4952.0	Sewerage systems
71996	Water use, secondary	4961.0	Public steam supply
71996	Water use, secondary	4971.0	Irrigation systems
71996	Water use, secondary	5012.0	Wholesale trade - durable goods
71996	Water use, secondary	5111.0	Wholesale trade - nondurable goods
71996	Water use, secondary	5211.0	Building materials, hardware, garden supply
71996	Water use, secondary	5311.0	General merchandise stores
71996	Water use, secondary	5411.0	Food stores
71996	Water use, secondary	5511.0	Auto. dealers and gasoline service stations
71996	Water use, secondary	5611.0	Apparel and accessory stores
71996	Water use, secondary	5712.0	Furniture, home furnishing, and equipment stores
71996	Water use, secondary	5812.0	Eating and drinking places
71996	Water use, secondary	5912.0	Miscellaneous retail - drug, liquor, book, camera, etc.
71996	Water use, secondary	6011.0	Banking
71996	Water use, secondary	6112.0	Credit agencies
71996	Water use, secondary	6212.0	Security and commodity brokers, dealers, and services
71996	Water use, secondary	6311.0	Insurance
71996	Water use, secondary	6512.0	Real estate
71996	Water use, secondary	6711.0	Holding and other investment offices
71996	Water use, secondary	7011.0	Hotels, motels, tourist courts
71996	Water use, secondary	7021.0	Rooming and boarding houses
71996	Water use, secondary	7032.0	Camps, transient trailer parks, & camp sites
71996	Water use, secondary	7041.0	Organization hotels and membership lodging houses
71996	Water use, secondary	7211.0	Laundry, cleaning, and garment services
71996	Water use, secondary	7221.0	Shops - photo, beauty, barber, shoe, funeral services
71996	Water use, secondary	7311.0	Advertising services
71996	Water use, secondary	7321.0	Consumer credit and collection
71996	Water use, secondary	7331.0	Mailing, reproduction, commercial art & photography
71996	Water use, secondary	7341.0	Service to dwellings and other buildings
71996	Water use, secondary	7351.0	News syndicates
71996	Water use, secondary	7361.0	Employment services
71996	Water use, secondary	7372.0	Computer and data processing
71996	Water use, secondary	7391.0	Miscellaneous business services
71996	Water use, secondary	7512.0	Automotive and truck rental leasing without driver
71996	Water use, secondary	7523.0	Automobile parking
71996	Water use, secondary	7531.0	Automotive repair shops
71996	Water use, secondary	7542.0	Car washes
71996	Water use, secondary	7549.0	Automotive services - except repair
71996	Water use, secondary	7622.0	Miscellaneous repair services
71996	Water use, secondary	7813.0	Motion picture-t.v. services, theaters, except drive-ins
71996	Water use, secondary	7911.0	Recreation services, except theaters and public golf
71996	Water use, secondary	7992.0	Public golf courses
71996	Water use, secondary	7993.0	Coin operated amusement devices
71996	Water use, secondary	7996.0	Amusement parks, sports and recreation clubs, etc.
71996	Water use, secondary	8011.0	Health services (offices)
71996	Water use, secondary	8051.0	Nursing and personal care facilities
71996	Water use, secondary	8062.0	Hospitals
71996	Water use, secondary	8071.0	Medical and dental laboratories
71996	Water use, secondary	8081.0	Outpatient care fac
71996	Water use, secondary	8091.0	Health & allies services, not elsewhere classified
71996	Water use, secondary	8111.0	Legal services
71996	Water use, secondary	8211.0	Educational services, libraries and information centers
71996	Water use, secondary	8231.0	Social services & rehabilitation centers
71996	Water use, secondary	8411.0	Museums, art galleries, zoological & botanical gardens
71996	Water use, secondary	8611.0	Membership organizations
71996	Water use, secondary	8811.0	Private houses, condos, municipalities, & trailer parks
71996	Water use, secondary	8911.0	Miscellaneous services (eng.,ed., r&d, accounting, etc.)
71996	Water use, secondary	9111.0	Gov., legislative, justice, public order & safety misc.
71996	Water use, secondary	9411.0	Administration of human resources programs
71996	Water use, secondary	9511.0	Air & water resource, & solid waste management
71996	Water use, secondary	9512.0	Natural resource conservation by public administration
71996	Water use, secondary	9531.0	Admin. of housing & economic programs & internat'l affairs
71996	Water use, secondary	9999.0	Water compacts, agreements & legislative actions
71996	Water use, secondary	14911.0	Commercial electric energy establishments - fossil
71996	Water use, secondary	24911.0	Commercial electric energy establishments - geothermal
71996	Water use, secondary	34911.0	Commercial electric energy establishments - hydroelectric
71996	Water use, secondary	44911.0	Commercial electric energy establishments - nuclear
71997	Water use, tertiary	111.0	Cash grains
71997	Water use, tertiary	131.0	Field crops - except cash grains
71997	Water use, tertiary	161.0	Vegetables and melons
71997	Water use, tertiary	171.0	Fruits and tree nuts
71997	Water use, tertiary	181.0	Horticultural specialties
71997	Water use, tertiary	191.0	General farm crops
71997	Water use, tertiary	211.0	Livestock
71997	Water use, tertiary	251.0	Poultry and eggs
71997	Water use, tertiary	271.0	Animal specialties
71997	Water use, tertiary	291.0	General farms - primarily livestock
71997	Water use, tertiary	711.0	Agricultural services - soil prep, crop plantings, etc.
71997	Water use, tertiary	741.0	Veterinary services
71997	Water use, tertiary	761.0	Animal services, farm labor and management
71997	Water use, tertiary	811.0	Forestry
71997	Water use, tertiary	912.0	Fish and wildlife farming
71997	Water use, tertiary	1011.0	Metal mining
71997	Water use, tertiary	1111.0	Anthracite mining
71997	Water use, tertiary	1211.0	Bituminous coal and lignite mining
71997	Water use, tertiary	1311.0	Oil and gas extraction
71997	Water use, tertiary	1411.0	Mining and quarrying of nonmetalic minerals, - nonfuel
71997	Water use, tertiary	1521.0	Building construction
71997	Water use, tertiary	1611.0	Construction - other than building
71997	Water use, tertiary	1711.0	Special trade (plumbing, heat, air, elec., masonry, etc.)
71997	Water use, tertiary	2011.0	Manufacturing - meat products
71997	Water use, tertiary	2016.0	Poultry and egg plants
71997	Water use, tertiary	2021.0	Dairy products
71997	Water use, tertiary	2032.0	Canned & preserved fruits and vegetables
71997	Water use, tertiary	2041.0	Grain mill products
71997	Water use, tertiary	2051.0	Bakery products
71997	Water use, tertiary	2061.0	Sugar and confectionery products
71997	Water use, tertiary	2074.0	Fats and oils
71997	Water use, tertiary	2084.0	Beverages - alcoholic & soft drinks, syrups & extracts
71997	Water use, tertiary	2091.0	Miscellaneous food preparations
71997	Water use, tertiary	2111.0	Tobacco manufacturers
71997	Water use, tertiary	2211.0	Textile mill products
71997	Water use, tertiary	2311.0	Apparel - products from fabrics
71997	Water use, tertiary	2411.0	Lumber & wood products except furniture
71997	Water use, tertiary	2511.0	Furniture and fixtures
71997	Water use, tertiary	2611.0	Paper and allied products
71997	Water use, tertiary	2711.0	Printing, publishing, & allied industries
71997	Water use, tertiary	2821.0	Chemicals and allied products
71997	Water use, tertiary	2911.0	Petroleum refining and related products
71997	Water use, tertiary	3011.0	Rubber and miscellaneous plastic products
71997	Water use, tertiary	3111.0	Leather and leather products
71997	Water use, tertiary	3211.0	Stone, clay, glass, and concrete products
71997	Water use, tertiary	3281.0	Cut stone and stone products
71997	Water use, tertiary	3291.0	Abrasive, asbestos, & miscellaneous nonmetalic products
71997	Water use, tertiary	3312.0	Blast furnaces, steel works, & rolling & finishing mills
71997	Water use, tertiary	3411.0	Metal products & trans. equipment (no machinery)
71997	Water use, tertiary	3511.0	Machinery, except electrical
71997	Water use, tertiary	3612.0	Electrical & electronic machinery, equipment & supplies
71997	Water use, tertiary	3711.0	Transportation equipment repairing and parts
71997	Water use, tertiary	3811.0	Measuring, analyzing, & controlling instruments
71997	Water use, tertiary	3911.0	Miscellaneous manufacturing industries
71997	Water use, tertiary	4011.0	Transportation - trains, taxicabs, aircraft
71997	Water use, tertiary	4212.0	Motor freight transportation and warehousing
71997	Water use, tertiary	4311.0	U.S. postal service
71997	Water use, tertiary	4411.0	Water transportation
71997	Water use, tertiary	4423.0	Water recreation on bays, lakes, rivers, & canals
71997	Water use, tertiary	4511.0	Transportation by air
71997	Water use, tertiary	4612.0	Pipelines - except natural gas
71997	Water use, tertiary	4811.0	Communications
71997	Water use, tertiary	4922.0	Gas production and distribution; elec. and gas service
71997	Water use, tertiary	4941.0	Water supply
71997	Water use, tertiary	4952.0	Sewerage systems
71997	Water use, tertiary	4961.0	Public steam supply
71997	Water use, tertiary	4971.0	Irrigation systems
71997	Water use, tertiary	5012.0	Wholesale trade - durable goods
71997	Water use, tertiary	5111.0	Wholesale trade - nondurable goods
71997	Water use, tertiary	5211.0	Building materials, hardware, garden supply
71997	Water use, tertiary	5311.0	General merchandise stores
71997	Water use, tertiary	5411.0	Food stores
71997	Water use, tertiary	5511.0	Auto. dealers and gasoline service stations
71997	Water use, tertiary	5611.0	Apparel and accessory stores
71997	Water use, tertiary	5712.0	Furniture, home furnishing, and equipment stores
71997	Water use, tertiary	5812.0	Eating and drinking places
71997	Water use, tertiary	5912.0	Miscellaneous retail - drug, liquor, book, camera, etc.
71997	Water use, tertiary	6011.0	Banking
71997	Water use, tertiary	6112.0	Credit agencies
71997	Water use, tertiary	6212.0	Security and commodity brokers, dealers, and services
71997	Water use, tertiary	6311.0	Insurance
71997	Water use, tertiary	6512.0	Real estate
71997	Water use, tertiary	6711.0	Holding and other investment offices
71997	Water use, tertiary	7011.0	Hotels, motels, tourist courts
71997	Water use, tertiary	7021.0	Rooming and boarding houses
71997	Water use, tertiary	7032.0	Camps, transient trailer parks, & camp sites
71997	Water use, tertiary	7041.0	Organization hotels and membership lodging houses
71997	Water use, tertiary	7211.0	Laundry, cleaning, and garment services
71997	Water use, tertiary	7221.0	Shops - photo, beauty, barber, shoe, funeral services
71997	Water use, tertiary	7311.0	Advertising services
71997	Water use, tertiary	7321.0	Consumer credit and collection
71997	Water use, tertiary	7331.0	Mailing, reproduction, commercial art & photography
71997	Water use, tertiary	7341.0	Service to dwellings and other buildings
71997	Water use, tertiary	7351.0	News syndicates
71997	Water use, tertiary	7361.0	Employment services
71997	Water use, tertiary	7372.0	Computer and data processing
71997	Water use, tertiary	7391.0	Miscellaneous business services
71997	Water use, tertiary	7512.0	Automotive and truck rental leasing without driver
71997	Water use, tertiary	7523.0	Automobile parking
71997	Water use, tertiary	7531.0	Automotive repair shops
71997	Water use, tertiary	7542.0	Car washes
71997	Water use, tertiary	7549.0	Automotive services - except repair
71997	Water use, tertiary	7622.0	Miscellaneous repair services
71997	Water use, tertiary	7813.0	Motion picture-t.v. services, theaters, except drive-ins
71997	Water use, tertiary	7911.0	Recreation services, except theaters and public golf
71997	Water use, tertiary	7992.0	Public golf courses
71997	Water use, tertiary	7993.0	Coin operated amusement devices
71997	Water use, tertiary	7996.0	Amusement parks, sports and recreation clubs, etc.
71997	Water use, tertiary	8011.0	Health services (offices)
71997	Water use, tertiary	8051.0	Nursing and personal care facilities
71997	Water use, tertiary	8062.0	Hospitals
71997	Water use, tertiary	8071.0	Medical and dental laboratories
71997	Water use, tertiary	8081.0	Outpatient care fac
71997	Water use, tertiary	8091.0	Health & allies services, not elsewhere classified
71997	Water use, tertiary	8111.0	Legal services
71997	Water use, tertiary	8211.0	Educational services, libraries and information centers
71997	Water use, tertiary	8231.0	Social services & rehabilitation centers
71997	Water use, tertiary	8411.0	Museums, art galleries, zoological & botanical gardens
71997	Water use, tertiary	8611.0	Membership organizations
71997	Water use, tertiary	8811.0	Private houses, condos, municipalities, & trailer parks
71997	Water use, tertiary	8911.0	Miscellaneous services (eng.,ed., r&d, accounting, etc.)
71997	Water use, tertiary	9111.0	Gov., legislative, justice, public order & safety misc.
71997	Water use, tertiary	9411.0	Administration of human resources programs
71997	Water use, tertiary	9511.0	Air & water resource, & solid waste management
71997	Water use, tertiary	9512.0	Natural resource conservation by public administration
71997	Water use, tertiary	9531.0	Admin. of housing & economic programs & internat'l affairs
71997	Water use, tertiary	9999.0	Water compacts, agreements & legislative actions
71997	Water use, tertiary	14911.0	Commercial electric energy establishments - fossil
71997	Water use, tertiary	24911.0	Commercial electric energy establishments - geothermal
71997	Water use, tertiary	34911.0	Commercial electric energy establishments - hydroelectric
71997	Water use, tertiary	44911.0	Commercial electric energy establishments - nuclear
71998	Water use, quaternary	111.0	Cash grains
71998	Water use, quaternary	131.0	Field crops - except cash grains
71998	Water use, quaternary	161.0	Vegetables and melons
71998	Water use, quaternary	171.0	Fruits and tree nuts
71998	Water use, quaternary	181.0	Horticultural specialties
71998	Water use, quaternary	191.0	General farm crops
71998	Water use, quaternary	211.0	Livestock
71998	Water use, quaternary	251.0	Poultry and eggs
71998	Water use, quaternary	271.0	Animal specialties
71998	Water use, quaternary	291.0	General farms - primarily livestock
71998	Water use, quaternary	711.0	Agricultural services - soil prep, crop plantings, etc.
71998	Water use, quaternary	741.0	Veterinary services
71998	Water use, quaternary	761.0	Animal services, farm labor and management
71998	Water use, quaternary	811.0	Forestry
71998	Water use, quaternary	912.0	Fish and wildlife farming
71998	Water use, quaternary	1011.0	Metal mining
71998	Water use, quaternary	1111.0	Anthracite mining
71998	Water use, quaternary	1211.0	Bituminous coal and lignite mining
71998	Water use, quaternary	1311.0	Oil and gas extraction
71998	Water use, quaternary	1411.0	Mining and quarrying of nonmetalic minerals, - nonfuel
71998	Water use, quaternary	1521.0	Building construction
71998	Water use, quaternary	1611.0	Construction - other than building
71998	Water use, quaternary	1711.0	Special trade (plumbing, heat, air, elec., masonry, etc.)
71998	Water use, quaternary	2011.0	Manufacturing - meat products
71998	Water use, quaternary	2016.0	Poultry and egg plants
71998	Water use, quaternary	2021.0	Dairy products
71998	Water use, quaternary	2032.0	Canned & preserved fruits and vegetables
71998	Water use, quaternary	2041.0	Grain mill products
71998	Water use, quaternary	2051.0	Bakery products
71998	Water use, quaternary	2061.0	Sugar and confectionery products
71998	Water use, quaternary	2074.0	Fats and oils
71998	Water use, quaternary	2084.0	Beverages - alcoholic & soft drinks, syrups & extracts
71998	Water use, quaternary	2091.0	Miscellaneous food preparations
71998	Water use, quaternary	2111.0	Tobacco manufacturers
71998	Water use, quaternary	2211.0	Textile mill products
71998	Water use, quaternary	2311.0	Apparel - products from fabrics
71998	Water use, quaternary	2411.0	Lumber & wood products except furniture
71998	Water use, quaternary	2511.0	Furniture and fixtures
71998	Water use, quaternary	2611.0	Paper and allied products
71998	Water use, quaternary	2711.0	Printing, publishing, & allied industries
71998	Water use, quaternary	2821.0	Chemicals and allied products
71998	Water use, quaternary	2911.0	Petroleum refining and related products
71998	Water use, quaternary	3011.0	Rubber and miscellaneous plastic products
71998	Water use, quaternary	3111.0	Leather and leather products
71998	Water use, quaternary	3211.0	Stone, clay, glass, and concrete products
71998	Water use, quaternary	3281.0	Cut stone and stone products
71998	Water use, quaternary	3291.0	Abrasive, asbestos, & miscellaneous nonmetalic products
71998	Water use, quaternary	3312.0	Blast furnaces, steel works, & rolling & finishing mills
71998	Water use, quaternary	3411.0	Metal products & trans. equipment (no machinery)
71998	Water use, quaternary	3511.0	Machinery, except electrical
71998	Water use, quaternary	3612.0	Electrical & electronic machinery, equipment & supplies
71998	Water use, quaternary	3711.0	Transportation equipment repairing and parts
71998	Water use, quaternary	3811.0	Measuring, analyzing, & controlling instruments
71998	Water use, quaternary	3911.0	Miscellaneous manufacturing industries
71998	Water use, quaternary	4011.0	Transportation - trains, taxicabs, aircraft
71998	Water use, quaternary	4212.0	Motor freight transportation and warehousing
71998	Water use, quaternary	4311.0	U.S. postal service
71998	Water use, quaternary	4411.0	Water transportation
71998	Water use, quaternary	4423.0	Water recreation on bays, lakes, rivers, & canals
71998	Water use, quaternary	4511.0	Transportation by air
71998	Water use, quaternary	4612.0	Pipelines - except natural gas
71998	Water use, quaternary	4811.0	Communications
71998	Water use, quaternary	4922.0	Gas production and distribution; elec. and gas service
71998	Water use, quaternary	4941.0	Water supply
71998	Water use, quaternary	4952.0	Sewerage systems
71998	Water use, quaternary	4961.0	Public steam supply
71998	Water use, quaternary	4971.0	Irrigation systems
71998	Water use, quaternary	5012.0	Wholesale trade - durable goods
71998	Water use, quaternary	5111.0	Wholesale trade - nondurable goods
71998	Water use, quaternary	5211.0	Building materials, hardware, garden supply
71998	Water use, quaternary	5311.0	General merchandise stores
71998	Water use, quaternary	5411.0	Food stores
71998	Water use, quaternary	5511.0	Auto. dealers and gasoline service stations
71998	Water use, quaternary	5611.0	Apparel and accessory stores
71998	Water use, quaternary	5712.0	Furniture, home furnishing, and equipment stores
71998	Water use, quaternary	5812.0	Eating and drinking places
71998	Water use, quaternary	5912.0	Miscellaneous retail - drug, liquor, book, camera, etc.
71998	Water use, quaternary	6011.0	Banking
71998	Water use, quaternary	6112.0	Credit agencies
71998	Water use, quaternary	6212.0	Security and commodity brokers, dealers, and services
71998	Water use, quaternary	6311.0	Insurance
71998	Water use, quaternary	6512.0	Real estate
71998	Water use, quaternary	6711.0	Holding and other investment offices
71998	Water use, quaternary	7011.0	Hotels, motels, tourist courts
71998	Water use, quaternary	7021.0	Rooming and boarding houses
71998	Water use, quaternary	7032.0	Camps, transient trailer parks, & camp sites
71998	Water use, quaternary	7041.0	Organization hotels and membership lodging houses
71998	Water use, quaternary	7211.0	Laundry, cleaning, and garment services
71998	Water use, quaternary	7221.0	Shops - photo, beauty, barber, shoe, funeral services
71998	Water use, quaternary	7311.0	Advertising services
71998	Water use, quaternary	7321.0	Consumer credit and collection
71998	Water use, quaternary	7331.0	Mailing, reproduction, commercial art & photography
71998	Water use, quaternary	7341.0	Service to dwellings and other buildings
71998	Water use, quaternary	7351.0	News syndicates
71998	Water use, quaternary	7361.0	Employment services
71998	Water use, quaternary	7372.0	Computer and data processing
71998	Water use, quaternary	7391.0	Miscellaneous business services
71998	Water use, quaternary	7512.0	Automotive and truck rental leasing without driver
71998	Water use, quaternary	7523.0	Automobile parking
71998	Water use, quaternary	7531.0	Automotive repair shops
71998	Water use, quaternary	7542.0	Car washes
71998	Water use, quaternary	7549.0	Automotive services - except repair
71998	Water use, quaternary	7622.0	Miscellaneous repair services
71998	Water use, quaternary	7813.0	Motion picture-t.v. services, theaters, except drive-ins
71998	Water use, quaternary	7911.0	Recreation services, except theaters and public golf
71998	Water use, quaternary	7992.0	Public golf courses
71998	Water use, quaternary	7993.0	Coin operated amusement devices
71998	Water use, quaternary	7996.0	Amusement parks, sports and recreation clubs, etc.
71998	Water use, quaternary	8011.0	Health services (offices)
71998	Water use, quaternary	8051.0	Nursing and personal care facilities
71998	Water use, quaternary	8062.0	Hospitals
71998	Water use, quaternary	8071.0	Medical and dental laboratories
71998	Water use, quaternary	8081.0	Outpatient care fac
71998	Water use, quaternary	8091.0	Health & allies services, not elsewhere classified
71998	Water use, quaternary	8111.0	Legal services
71998	Water use, quaternary	8211.0	Educational services, libraries and information centers
71998	Water use, quaternary	8231.0	Social services & rehabilitation centers
71998	Water use, quaternary	8411.0	Museums, art galleries, zoological & botanical gardens
71998	Water use, quaternary	8611.0	Membership organizations
71998	Water use, quaternary	8811.0	Private houses, condos, municipalities, & trailer parks
71998	Water use, quaternary	8911.0	Miscellaneous services (eng.,ed., r&d, accounting, etc.)
71998	Water use, quaternary	9111.0	Gov., legislative, justice, public order & safety misc.
71998	Water use, quaternary	9411.0	Administration of human resources programs
71998	Water use, quaternary	9511.0	Air & water resource, & solid waste management
71998	Water use, quaternary	9512.0	Natural resource conservation by public administration
71998	Water use, quaternary	9531.0	Admin. of housing & economic programs & internat'l affairs
71998	Water use, quaternary	9999.0	Water compacts, agreements & legislative actions
71998	Water use, quaternary	14911.0	Commercial electric energy establishments - fossil
71998	Water use, quaternary	24911.0	Commercial electric energy establishments - geothermal
71998	Water use, quaternary	34911.0	Commercial electric energy establishments - hydroelectric
71998	Water use, quaternary	44911.0	Commercial electric energy establishments - nuclear
71999	Sample purpose	10.0	Routine
71999	Sample purpose	15.0	NAWQA - National Water-Quality Assessment
71999	Sample purpose	20.0	NASQAN - National Stream Quality Accounting Network
71999	Sample purpose	25.0	NMN - National Monitoring Network
71999	Sample purpose	30.0	Benchmark
71999	Sample purpose	35.0	RASA - Regional Aquifer Systems Analysis
71999	Sample purpose	40.0	SW Network
71999	Sample purpose	50.0	GW Network
71999	Sample purpose	60.0	Lowflow Network
71999	Sample purpose	70.0	Highflow Network
71999	Sample purpose	80.0	Acid rain
71999	Sample purpose	80.01	Bulk or undefined (bu)
71999	Sample purpose	80.02	Sample related problem (ns)
71999	Sample purpose	80.03	Dry wet-side sample (na)
71999	Sample purpose	80.04	Completely missing samples (un)
71999	Sample purpose	80.05	Long duration sample (ld)
71999	Sample purpose	80.06	Sampling protocol (time) (sp)
71999	Sample purpose	80.07	Sampler malfunction (s)
71999	Sample purpose	90.0	Snow survey
71999	Sample purpose	100.0	Mt. St. Helens
71999	Sample purpose	110.0	Seepage study
71999	Sample purpose	120.0	Irrigation effects
71999	Sample purpose	130.0	Recharge
71999	Sample purpose	140.0	Injection
71999	Sample purpose	145.0	Tracer Test
71999	Sample purpose	150.0	Bank erodibility
71999	Sample purpose	160.0	National blank and spike program
71999	Sample purpose	170.0	Quality assurance
71999	Sample purpose	180.0	Cross-section variation
71999	Sample purpose	190.0	Groundwater/Surface-water Interaction Study
71999	Sample purpose	200.0	Oil spill response
71999	Sample purpose	210.0	National Children's Study
71999	Sample purpose	220.0	Great Lakes Restoration Initiative
72005	Sample source	0.01	Airline measurement
72005	Sample source	0.02	Analog or graphic recorder
72005	Sample source	0.03	Calibrated airline measurement
72005	Sample source	0.04	Estimated
72005	Sample source	0.05	Pressure-gage measurement
72005	Sample source	0.06	Calibrated pressure-gage measurement
72005	Sample source	0.07	Interpreted from geophysical logs
72005	Sample source	0.08	Manometer measurement
72005	Sample source	0.09	Nonrecording gage
72005	Sample source	0.1	Reported, method not known
72005	Sample source	0.11	Steel-tape measurement
72005	Sample source	0.12	Electric-tape measurement
72005	Sample source	0.13	Calibrated electric-tape measurement
72005	Sample source	0.14	Other
72005	Sample source	1.0	Well head
72005	Sample source	2.0	Drill stem test
72005	Sample source	3.0	Separator
72005	Sample source	4.0	Boiler
72005	Sample source	5.0	Flow line
72005	Sample source	6.0	Battery
72005	Sample source	7.0	Undesignated
72005	Sample source	8.0	Tank
72005	Sample source	9.0	Production test
72005	Sample source	10.0	Heater treater
72005	Sample source	11.0	Gun barrel
72005	Sample source	12.0	Swab
72005	Sample source	13.0	Pit
72005	Sample source	14.0	Manifold test
72005	Sample source	15.0	Gas line drip
72005	Sample source	16.0	Casing leak
72005	Sample source	17.0	Wire line test
72005	Sample source	18.0	Header
72005	Sample source	19.0	Filter
72005	Sample source	20.0	Test tool
72005	Sample source	21.0	Ltx unit
72005	Sample source	22.0	Knockout
72005	Sample source	23.0	Well bleeder
72005	Sample source	24.0	Fracture test
72005	Sample source	25.0	Test wagon
72005	Sample source	26.0	Pump
72005	Sample source	27.0	Tap near well
72005	Sample source	28.0	Tap away from well
72005	Sample source	29.0	Bucket
72005	Sample source	30.0	Pressure tank
72005	Sample source	31.0	Discharge pipe
72005	Sample source	32.0	Foerst sampler
72005	Sample source	33.0	Bailer
72005	Sample source	34.0	Drain line
72005	Sample source	35.0	Injection pump
72005	Sample source	36.0	Spot sample in fluid column
72005	Sample source	37.0	Tank battery including gun barrel
72005	Sample source	38.0	Windmill
72005	Sample source	39.0	Water siphon
72005	Sample source	40.0	Special
72005	Sample source	41.0	Municipal and domestic waste
72005	Sample source	42.0	Industrial waste
72005	Sample source	43.0	Storm water (prior to entering natural channels)
72005	Sample source	44.0	Public water supplies (treated water)
72005	Sample source	45.0	Mine water
72005	Sample source	46.0	Public water supplies (untreated water)
72005	Sample source	47.0	Water well
72005	Sample source	48.0	Multiple water wells
72005	Sample source	49.0	Oil well
72005	Sample source	50.0	Multi-oil well
72005	Sample source	51.0	Gas well
72005	Sample source	52.0	Multi-gas well
72005	Sample source	53.0	Oil and gas well
72005	Sample source	54.0	Multi-oil and gas well
72005	Sample source	55.0	Drilled and abandoned well
72005	Sample source	56.0	Plugged and abandoned well
72005	Sample source	57.0	Junked and abandoned well
72005	Sample source	58.0	Temporarily abandoned well
72005	Sample source	59.0	Abandoned oil well
72005	Sample source	60.0	Abandoned gas well
72005	Sample source	61.0	Salt-water supply well
72005	Sample source	62.0	Salt-water disposal well
72005	Sample source	63.0	Injection well
72005	Sample source	64.0	Service well
72005	Sample source	65.0	Wetland ecosystem
72005	Sample source	66.0	Dredge wake
72005	Sample source	67.0	Mainstream
72005	Sample source	68.0	Overbank
72005	Sample source	69.0	Composited public water supply(untreated water)
72005	Sample source	70.0	Composited public water supply(treated water)
72005	Sample source	72.0	Interstitial water
72005	Sample source	74.0	Lysimeter
72005	Sample source	76.0	Oil or gas test well converted to water well
72005	Sample source	77.0	Surficial bank
72005	Sample source	78.0	Interior bank
72005	Sample source	79.0	Before pressure tank
72005	Sample source	80.0	After pressure tank
72005	Sample source	86.0	Hyporheic zone
72005	Sample source	88.0	Seepage Meter
72005	Sample source	100.0	Domestic supply-untreated
72005	Sample source	110.0	Domestic supply-treated
72005	Sample source	1001.0	Wet deposition
72005	Sample source	1002.0	Dustfall
72005	Sample source	1003.0	Landfill
72005	Sample source	1004.0	Cast overburden
